"","year","payroll_DB_legacy_est","payroll_DB_new_est","payroll_CB_new_est","payroll_est","nc_rate_DB_legacy_est","nc_rate_DB_new_est","nc_rate_CB_new_est","PVFB_DB_legacy_est","PVFB_DB_new_est","PVFB_CB_new_est","PVFNC_DB_legacy_est","PVFNC_DB_new_est","PVFNC_CB_new_est","n.active","nc_rate_est","AAL_active_DB_legacy_est","AAL_active_DB_new_est","AAL_active_CB_new_est","AAL_term_DB_legacy_est","AAL_term_DB_new_est","AAL_term_CB_new_est","refund_DB_legacy_est","refund_DB_new_est","refund_CB_new_est","retire_ben_DB_legacy_est","retire_ben_DB_new_est","retire_ben_CB_new_est","AAL_retire_DB_legacy_est","AAL_retire_DB_new_est","AAL_retire_CB_new_est","retire_ben_current_est","AAL_retire_current_est","retire_ben_term_est","AAL_term_current_est","AAL_legacy_est","AAL_new_est","AAL_est","tot_ben_refund_legacy_est","tot_ben_refund_new_est","tot_ben_refund_est","liability_gain_loss_legacy_est","liability_gain_loss_new_est","liability_gain_loss_est","AAL_legacy_roll","AAL_new_roll","AAL_roll"
"11",2032,38330231074.3165,28474142329.305,0,66804373403.6215,0.115392084398823,0.121884084823479,0,179692507292.892,52024237078.7483,0,35739848413.0692,36622748342.0356,0,927667.000000001,0.118159180842894,143952658879.823,15401488736.7127,0,2124299840.49789,160032921.570747,0,483319540.279263,459335240.804842,0,8798832234.7644,31466614.4619182,0,88834237717.8311,322542192.942536,0,9828404989.92479,71320779659.5914,890711365.176566,17670515531.882,323902491629.625,15884063851.226,339786555480.851,20001268130.145,490801855.26676,20492069985.4118,0,0,0,323902491629.625,15884063851.226,339786555480.851
"12",2033,37194246644.7548,31421765140.6161,0,68616011785.3709,0.11471947975101,0.121973003642566,0,178930639409.335,59681025252.8888,0,33818632542.8301,40479429419.8325,0,927667.000000001,0.11804113191691,145112006866.505,19201595833.0563,0,2353484244.61321,220897110.48535,0,448536240.504677,510033760.233317,0,9786556074.17419,47636401.2755879,0,98077402022.1792,486329994.70209,0,9440823125.08952,66872411110.6733,916541994.766686,17990909624.347,330406213868.318,19908822938.2437,350315036806.562,20592457434.5351,557670161.508904,21150127596.044,0,0,0,330406213868.318,19908822938.2437,350315036806.562
"13",2034,35751051372.315,34637339940.6761,0,70388391312.9911,0.113919266160411,0.122020043087304,0,176126581182.707,68075263608.2752,0,31919032196.0112,44599060347.0206,0,927667.000000001,0.117905567863951,144207548986.696,23476203261.2545,0,2626370186.92864,294709030.091866,0,469873449.043306,549679712.331912,0,10914537984.0046,73038172.453755,0,108779469670.773,741417441.740865,0,9046679499.9945,62506800388.4259,943121712.61492,18307151585.4364,336427340818.26,24512329733.0873,360939670551.347,21374212645.6574,622717884.785667,21996930530.443,0,0,0,336427340818.26,24512329733.0873,360939670551.347
"14",2035,34498939852.9408,37783317515.6364,0,72282257368.5772,0.113195006518218,0.122036993547321,0,174172607970.678,76870002191.0015,0,30080630912.9347,48576685406.6116,0,927667.000000001,0.117816882142359,144091977057.743,28293316784.3899,0,1774752684.52436,384225793.822194,0,365165480.54327,594062191.675454,0,12040540845.0262,106676814.88931,0,119306623532.466,1076360941.6174,0,8646647709.78377,58235628705.832,970472242.280752,18618179954.1362,342027161934.701,29753903519.8295,371781065454.531,22022826277.634,700739006.564764,22723565284.1987,0,0,0,342027161934.701,29753903519.8296,371781065454.531
"15",2036,32967853569.9837,41241416286.3983,0,74209269856.3819,0.111930868446357,0.122044767993972,0,170564484458.343,86532966117.9007,0,28281167355.3149,52854798836.9987,0,927667.000000001,0.117551615589258,142283317103.028,33678167280.9021,0,2065529590.77481,491443122.83252,0,381789901.785598,637780428.721412,0,13219406682.3376,148703578.082594,0,129690552447.563,1491544831.53118,0,8241569498.23687,54070553217.0033,998615937.306894,18922836613.6188,347032788971.989,35661155235.2658,382693944207.255,22841382019.6669,786484006.804007,23627866026.4709,0,0,0,347032788971.989,35661155235.2657,382693944207.255
"16",2037,31881498877.6903,44425861742.5304,0,76307360620.2207,0.111100555519247,0.122030370940694,0,169499013627.254,96431685292.771,0,26570728589.2864,56736884512.6178,0,927667.000000001,0.117463853434912,142928285037.967,39694800780.1532,0,2398829226.01256,620459637.630229,0,397901206.893061,689061684.808009,0,14109165559.2605,199396712.483473,0,137078096532.029,1987016369.07576,0,7832444083.76623,50023047858.4273,1027575799.48879,19219859377.0834,351648118031.52,42302276786.8592,393950394818.379,23367086649.4086,888458397.291482,24255545046.7,0,0,0,351648118031.52,42302276786.8591,393950394818.379
"17",2038,30459573916.8165,47906708044.0148,0,78366281960.8313,0.110089471035634,0.122016378302384,0,166102762578.001,107222480034.14,0,24888627354.4388,60876188211.5643,0,927667.000000001,0.117380602501866,141214135223.563,46346291822.5754,0,2629473099.44763,740464706.691642,0,339342050.684207,736782577.137289,0,15184825979.0536,261894000.350914,0,146347851435.08,2599307442.98502,0,7420437162.00312,46104224046.5141,1057375497.67397,19507874035.8052,355803557840.409,49686063972.252,405489621812.661,24001980689.4149,998676577.488202,25000657266.9031,0,0,0,355803557840.409,49686063972.252,405489621812.661
"18",2039,29128803437.5383,51422426342.0443,0,80551229779.5827,0.108900435563881,0.121963165677704,0,163413610718.422,118559045458.094,0,23277552888.7763,65000532749.3959,0,927667.000000001,0.117239442664606,140136057829.646,53558512708.6985,0,2892593925.00361,880451307.396083,0,352604639.349258,786821004.426737,0,16166785203.1057,347397700.30122,0,154310098724.525,3436308741.40755,0,7006850218.17851,42324669511.5916,1088039387.10651,19785385831.2051,359448805821.971,57875272757.5021,417324078579.473,24614279447.7399,1134218704.72796,25748498152.4679,0,0,0,359448805821.971,57875272757.5021,417324078579.473
"19",2040,28017280057.5663,54839394551.5953,0,82856674609.1615,0.107823542340728,0.121882201079219,0,161893882566.705,130332974453.88,0,21734842209.1881,68938759593.0942,0,927667.000000001,0.117128385155903,140159040357.517,61394214860.7861,0,1669188711.6388,1046678700.68537,0,247023229.387469,840209310.604991,0,17139256286.0297,452954445.636546,0,162110093809.947,4464126436.31849,0,6593076040.06599,38694320337.337,1119592529.3326,20050770310.0568,362683413526.496,66905019997.79,429588433524.286,25098948084.8158,1293163756.24154,26392111841.0573,0,0,0,362683413526.496,66905019997.79,429588433524.286
"20",2041,26845306905,58378142846.0883,0,85223449751.0883,0.106387525426753,0.121792145101189,0,159784609205.506,142828191003.069,0,20235358781.2722,72936389910.0984,0,927667.000000001,0.116939704322004,139549250424.234,69891801092.9706,0,1934273816.29328,1236666003.96844,0,255975209.751618,892876847.521994,0,18049560502.3382,577892443.401432,0,168445867910.582,5673081123.573,0,6180678723.72669,35222244037.2239,1152060712.68325,20302263519.0776,365453899707.41,76801548220.512,442255447927.922,25638275148.4998,1470769290.92343,27109044439.4232,0,0,0,365453899707.41,76801548220.512,442255447927.922
"21",2042,26123898413.5094,61636423337.7771,0,87760321751.2866,0.105526313743162,0.121659968200808,0,160574379156.589,155467719297.405,0,18795828125.0166,76549444427.1368,0,927667.000000001,0.11685741117185,141778551031.572,78918274870.2686,0,2233409662.87326,1462464253.07852,0,264565994.507153,949793594.884935,0,18633962693.7019,737231847.676832,0,171569965989.977,7219891274.28765,0,5771315874.60757,31916485245.2221,1185470473.35106,20537951492.0619,368036363421.706,87600630397.6348,455636993819.34,25855315036.1677,1687025442.56177,27542340478.7294,0,0,0,368036363421.706,87600630397.6349,455636993819.341
"22",2043,24666318504.0893,65493476462.4548,0,90159794966.544,0.104303547761945,0.121535485282935,0,155848945860.078,169310639293.834,0,17354777393.5893,80802840965.7404,0,927667.000000001,0.11682109502181,138494168466.489,88507798328.0933,0,2369403102.85088,1659884504.66309,0,174308059.768895,998912408.890696,0,19673702360.9814,933264211.846106,0,179717838262.42,9131500375.26161,0,5366775349.65524,28783863862.7324,1219849117.07824,20755758979.428,370121032673.92,99299183208.018,469420215881.938,26434634887.4838,1932176620.7368,28366811508.2206,0,0,0,370121032673.92,99299183208.018,469420215881.938
"23",2044,23515117079.6674,69221014695.5203,0,92736131775.1877,0.103138706115436,0.121388192188901,0,153000378370.223,183589142946.071,0,15996827280.9379,84845398712.0521,0,927667.000000001,0.116760666828003,137003551089.285,98743744234.0185,0,2519079101.27107,1881918215.28126,0,179881187.998589,1054102027.92845,0,20507915130.0045,1164303873.76882,0,185384466541.626,11365839126.3132,0,4968868109.74231,25829866223.3813,1255224741.47351,20953437366.5145,371690400322.078,111991501575.613,483681901897.691,26911889169.2189,2218405901.69727,29130295070.9161,0,0,0,371690400322.078,111991501575.613,483681901897.691
"24",2045,22581130159.4237,72858545049.9826,0,95439675209.4062,0.102072258454256,0.12122694052154,0,151546976746.312,198388930578.049,0,14691286440.8537,88713176406.616,0,927667.000000001,0.116694922071407,136855690305.459,109675754171.433,0,1106766857.07676,2140933136.81029,0,100638942.289053,1113164343.46629,0,21307063046.3047,1425963068.3311,0,190705753102.055,13877705801.2356,0,4579387546.20451,23058569312.8135,1291626258.97624,21128551723.1943,372855331300.598,125694393109.479,498549724410.077,27278715793.7746,2539127411.79738,29817843205.5719,0,0,0,372855331300.599,125694393109.479,498549724410.078
"25",2046,21499369878.8824,76666587424.0801,0,98165957302.9624,0.10052460732843,0.121063346646399,0,148825128039.358,213844378042.015,0,13414769537.8916,92748092515.5338,0,927667.000000001,0.11656514823246,135410358501.466,121096285526.481,0,1246181150.78707,2425495176.14572,0,103648965.321326,1172125023.69078,0,22094368914.6704,1738668046.04648,0,195125334404.689,16892845362.0386,0,4200123579.92195,20472545584.7885,1329083420.48655,21278466923.3313,373532886565.062,140414626064.666,513947512629.728,27727224880.4002,2910793069.73726,30638017950.1375,0,0,0,373532886565.063,140414626064.665,513947512629.728
"26",2047,20894134194.473,80196985556.5001,0,101091119750.973,0.0996980020334185,0.120874701785127,0,149459404859.144,229477825894.439,0,12192587690.6606,96409584836.9569,0,927667.000000001,0.116497771274334,137266817168.483,133068241057.482,0,1401504164.30855,2761248590.69965,0,106503397.18158,1236765643.11087,0,22495540757.6043,2099236552.58065,0,195897455468.234,20359671694.8364,0,3832779341.03167,18072844434.692,1367626839.68066,21400332768.2838,374038954004.002,156189161343.018,530228115347.02,27802450335.4982,3336002195.69152,31138452531.1898,0,0,0,374038954004.002,156189161343.018,530228115347.02
"27",2048,19261777832.5041,84528799068.8705,0,103790576901.375,0.0987653699181875,0.120724818719303,0,140858122877.205,246603062397.393,0,10962965395.5998,100968226251.686,0,927667.000000001,0.116649515962933,129895157481.605,145634836145.708,0,1397114682.80739,3032194524.09654,0,22563004.3396161,1287961895.8202,0,23644551173.6039,2513153301.90871,0,205109098268.149,24348043482.7047,0,3479008994.53807,15858934550.5824,1407288018.0314,21491068044.0323,373751373027.176,173015074152.509,546766447179.685,28553411190.513,3801115197.7289,32354526388.2419,0,0,0,373751373027.176,173015074152.509,546766447179.685
"28",2049,17952109537.6324,88731198882.6748,0,106683308420.307,0.0978549786767712,0.120559067627261,0,134366679176.194,264192409352.32,0,9827976360.38256,105342157843.872,0,927667,0.116738542206494,124538702815.812,158850251508.448,0,1387681939.17185,3332696425.48084,0,23145583.9657667,1347696530.93223,0,24542418804.1985,2980632680.16142,0,211359913832.602,28819576142.3115,0,3140310093.67427,13828749875.4489,1448099370.55431,21547343436.5602,372662391899.595,191002524076.241,563664915975.835,29153973852.3928,4328329211.09364,33482303063.4865,0,0,0,372662391899.595,191002524076.241,563664915975.836
"29",2050,16884207611.6953,92843356915.2285,0,109727564526.924,0.0969957896219633,0.120385541838383,0,129640313694.399,282380042610.506,0,8759231409.60125,109561220741.491,0,927667,0.116786469589666,120881082284.797,172818821869.016,0,247095846.707351,3685638794.23225,0,0,1413358288.04716,0,25311764414.2259,3490612991.23705,0,216213100238.994,33661619425.7898,0,2818034397.57625,11978727969.1541,1490094252.30039,21565563224.8191,370885569564.472,210166080089.038,581051649653.51,29619893064.1025,4903971279.28421,34523864343.3867,0,0,0,370885569564.472,210166080089.038,581051649653.51
"30",2051,15654766855.9337,97136407654.815,0,112791174510.749,0.0956543699013951,0.12022826383861,0,123325068315.354,301187681618.033,0,7734680558.83579,113985017600.794,0,927667,0.11681754857655,115590387756.518,187202664017.239,0,244289217.421293,4030809305.25768,0,0,1460830191.30617,0,26102875935.6777,4078749808.73904,0,220655311996.255,39281650201.0632,0,2513305122.22489,10303933804.77,1533306985.6171,21541845664.9393,368335768439.904,230515123523.56,598850891963.463,30149488043.5196,5539580000.04522,35689068043.5649,0,0,0,368335768439.903,230515123523.559,598850891963.463
"31",2052,14897218948.0553,101177387421.89,0,116074606369.945,0.0949575089363151,0.120055820863297,0,120692199866.476,320165782051.774,0,6778661338.39671,118078472498.87,0,927667.000000001,0.116834659407783,113913538528.079,202087309552.904,0,239833283.816872,4410154231.69578,0,0,1514000458.37137,0,26457930664.3134,4738658670.44149,0,220930432581.455,45579600904.6538,0,2227029837.76122,8798179333.34268,1577772888.2,21472001973.2851,365353985699.979,252077064689.253,617431050389.232,30262733390.2746,6252659128.81286,36515392519.0874,0,0,0,365353985699.98,252077064689.253,617431050389.233
"32",2053,13214987599.119,105994550850.063,0,119209538449.182,0.0943328472721493,0.119930306050166,0,108885066325.025,340640126719.466,0,5838564830.69828,123047302508.279,0,927667,0.117092696705134,103046501494.327,217592824211.188,0,233792112.999697,4634477190.12873,0,0,1554160094.36098,0,27508136738.0358,5474336328.15499,0,229165843156.91,52613595693.4083,0,1959871903.02568,7454179983.65099,1623528301.9578,21351513809.4572,361251830557.345,274840897094.725,636092727652.069,31091536943.0193,7028496422.51597,38120033365.5353,0,0,0,361251830557.345,274840897094.724,636092727652.069
